date,yr,mn,dy,rmm1,rmm2,ph,amp
3/8/1977,1977,3,8,0.80796999,1.2146699,6,1.45885
3/9/1977,1977,3,9,0.59992498,1.57695,6,1.68722
3/10/1977,1977,3,10,0.182832,1.88721,6,1.89604
3/11/1977,1977,3,11,-0.23485,1.97325,7,1.98718
3/12/1977,1977,3,12,-0.73549998,1.94844,7,2.0826399
3/13/1977,1977,3,13,-1.09596,2.09251,7,2.36215
3/14/1977,1977,3,14,-1.20746,2.02633,7,2.3587999
3/15/1977,1977,3,15,-0.93580002,1.99825,7,2.2065201
3/16/1977,1977,3,16,-0.56783003,1.61722,7,1.71402
3/17/1977,1977,3,17,-0.26038,1.52887,7,1.55088
3/18/1977,1977,3,18,-0.28492999,1.3029701,7,1.33376
3/19/1977,1977,3,19,-0.46517,1.2525899,7,1.33617
3/20/1977,1977,3,20,-0.86747998,1.2331001,7,1.50766
3/21/1977,1977,3,21,-1.22111,1.04891,8,1.60976
3/22/1977,1977,3,22,-1.377,0.80718797,8,1.59615
3/23/1977,1977,3,23,-1.66496,0.48100001,8,1.73305
3/24/1977,1977,3,24,-1.75367,0.41004601,8,1.80098
3/25/1977,1977,3,25,-1.84413,0.348939,8,1.87685
3/26/1977,1977,3,26,-1.8319,0.18073601,8,1.84079
3/27/1977,1977,3,27,-1.7408299,5.27E-02,8,1.74163
3/28/1977,1977,3,28,-1.66982,-0.17682,1,1.67915
3/29/1977,1977,3,29,-1.6482,-0.40463999,1,1.69714
3/30/1977,1977,3,30,-1.77017,-0.73991001,1,1.9185899
3/31/1977,1977,3,31,-1.7855099,-0.79465002,1,1.95436
4/1/1977,1977,4,1,-1.34484,-1.1294399,1,1.7561899
4/2/1977,1977,4,2,-1.12378,-1.6365401,2,1.98523
4/3/1977,1977,4,3,-0.88756001,-1.94099,2,2.13429
4/4/1977,1977,4,4,-0.78947002,-2.1599801,2,2.2997401
4/5/1977,1977,4,5,-0.45633,-2.1461101,2,2.1940899
4/6/1977,1977,4,6,0.132365,-1.99193,3,1.99633
4/7/1977,1977,4,7,0.68337899,-2.1819699,3,2.2864799
4/8/1977,1977,4,8,1.1115299,-2.0794599,3,2.3578899
4/9/1977,1977,4,9,1.3108799,-1.70582,3,2.15133
4/10/1977,1977,4,10,1.69121,-1.25144,4,2.1038699
4/11/1977,1977,4,11,2.1196001,-0.84012997,4,2.28003
4/12/1977,1977,4,12,2.3486199,-0.29956999,4,2.36765
4/13/1977,1977,4,13,2.31795,0.38804299,5,2.35021
4/14/1977,1977,4,14,2.0087099,0.88068098,5,2.19329
4/15/1977,1977,4,15,1.52527,1.3675801,5,2.0485899
4/16/1977,1977,4,16,1.14858,1.58283,6,1.95565
4/17/1977,1977,4,17,0.57711297,2.0115299,6,2.09268
4/18/1977,1977,4,18,-0.12137,2.1588399,7,2.16225
4/19/1977,1977,4,19,-0.94647998,2.2780099,7,2.46681
4/20/1977,1977,4,20,-1.6526,2.1851599,7,2.7397101
4/21/1977,1977,4,21,-1.8600301,1.88065,7,2.6451001
4/22/1977,1977,4,22,-2.03705,1.40534,8,2.4747901
4/23/1977,1977,4,23,-2.0643201,0.70043999,8,2.1799099
4/24/1977,1977,4,24,-1.96075,6.09E-02,8,1.9617
4/25/1977,1977,4,25,-1.67983,-0.23289999,1,1.6959
4/26/1977,1977,4,26,-1.62333,-0.57009,1,1.72052
4/27/1977,1977,4,27,-1.31888,-0.50217998,1,1.41125
4/28/1977,1977,4,28,-0.82795,-0.42486,1,0.93059403
4/29/1977,1977,4,29,-0.49369001,-0.57938999,2,0.76119602
4/30/1977,1977,4,30,-0.45997,-0.35616001,1,0.58174503
5/1/1977,1977,5,1,-0.59845001,-0.54403001,1,0.80877298
5/2/1977,1977,5,2,-0.62825,-0.83740002,2,1.04687
5/3/1977,1977,5,3,-0.58880001,-1.2738301,2,1.40333
5/4/1977,1977,5,4,-0.56312001,-1.58005,2,1.6774
5/5/1977,1977,5,5,-0.45065999,-1.60571,2,1.66775
5/6/1977,1977,5,6,-6.02E-02,-1.50673,2,1.50793
5/7/1977,1977,5,7,0.364948,-1.28494,3,1.33576
5/8/1977,1977,5,8,0.65247601,-1.07472,3,1.25727
5/9/1977,1977,5,9,0.737791,-0.73426998,4,1.0409
5/10/1977,1977,5,10,0.49032101,-0.34013,4,0.59674603
5/11/1977,1977,5,11,0.671121,-0.20896,4,0.70290101
5/12/1977,1977,5,12,0.94403201,-0.14246,4,0.95472097
5/13/1977,1977,5,13,0.94909698,-8.35E-03,4,0.94913399
5/14/1977,1977,5,14,0.893098,0.32024899,5,0.94878
5/15/1977,1977,5,15,0.96972603,0.76735502,5,1.2366101
5/16/1977,1977,5,16,0.90944803,1.37261,6,1.64656
5/17/1977,1977,5,17,0.58919901,1.7536401,6,1.84997
5/18/1977,1977,5,18,-4.29E-02,1.82024,7,1.82074
5/19/1977,1977,5,19,-0.37356001,1.66196,7,1.70342
5/20/1977,1977,5,20,-0.74910998,1.3355,7,1.53125
5/21/1977,1977,5,21,-1.15058,0.99125499,8,1.51869
5/22/1977,1977,5,22,-1.61484,0.98386502,8,1.89096
5/23/1977,1977,5,23,-1.65933,0.97840399,8,1.9263
5/24/1977,1977,5,24,-1.40466,0.733711,8,1.58474
5/25/1977,1977,5,25,-1.08366,0.44351301,8,1.17091
5/26/1977,1977,5,26,-0.92285001,0.20872401,8,0.94616199
5/27/1977,1977,5,27,-0.89339,0.50532901,8,1.0264
5/28/1977,1977,5,28,-0.93562001,0.77211499,8,1.21307
5/29/1977,1977,5,29,-0.78938001,0.87513602,7,1.17855
5/30/1977,1977,5,30,-0.97509003,0.91214502,8,1.33522
5/31/1977,1977,5,31,-1.28093,0.68498999,8,1.45258
6/1/1977,1977,6,1,-1.5052201,0.334382,8,1.5419101
6/2/1977,1977,6,2,-1.47333,0.130062,8,1.4790601
6/3/1977,1977,6,3,-1.60752,0.128057,8,1.61262
6/4/1977,1977,6,4,-1.6095901,9.73E-02,8,1.61253
6/5/1977,1977,6,5,-1.69807,-5.06E-02,1,1.69882
6/6/1977,1977,6,6,-1.50857,-0.14300001,1,1.51533
6/7/1977,1977,6,7,-1.32028,-0.34731999,1,1.3652
6/8/1977,1977,6,8,-1.05013,-0.49456999,1,1.16076
6/9/1977,1977,6,9,-0.89987999,-0.80054998,1,1.20444
6/10/1977,1977,6,10,-0.99878001,-1.22131,2,1.57771
6/11/1977,1977,6,11,-0.97397,-1.61945,2,1.88977
6/12/1977,1977,6,12,-0.68599999,-1.64095,2,1.7785701
6/13/1977,1977,6,13,-0.43107,-1.44778,2,1.51059
6/14/1977,1977,6,14,-0.10701,-1.40572,2,1.40979
6/15/1977,1977,6,15,0.56314701,-1.08131,3,1.21917
6/16/1977,1977,6,16,0.86196899,-0.99291998,3,1.31487
6/17/1977,1977,6,17,0.841883,-0.67102998,4,1.0765899
6/18/1977,1977,6,18,1.05243,-0.46456999,4,1.1504
6/19/1977,1977,6,19,1.07513,-0.48640001,4,1.18004
6/20/1977,1977,6,20,1.02359,-0.38896999,4,1.09501
6/21/1977,1977,6,21,1.18801,-0.18869001,4,1.2029001
6/22/1977,1977,6,22,1.07726,0.139792,5,1.0863
6/23/1977,1977,6,23,0.87356901,0.197938,5,0.89571297
6/24/1977,1977,6,24,0.64960498,0.30199999,5,0.71637398
6/25/1977,1977,6,25,0.29401001,0.26659301,5,0.39687899
6/26/1977,1977,6,26,0.32744399,0.12580501,5,0.35078001
6/27/1977,1977,6,27,0.448697,0.186021,5,0.48572901
6/28/1977,1977,6,28,0.49822599,9.23E-02,5,0.50669497
6/29/1977,1977,6,29,0.182586,-8.61E-03,4,0.182789
6/30/1977,1977,6,30,-2.07E-02,-0.13032,2,0.13195901
7/1/1977,1977,7,1,-0.16539,-0.31973001,2,0.35997599
7/2/1977,1977,7,2,0.168202,-0.60525,3,0.62819099
7/3/1977,1977,7,3,0.41211799,-0.99844998,3,1.08016
7/4/1977,1977,7,4,0.79861403,-1.30926,3,1.53361
7/5/1977,1977,7,5,0.81079799,-1.59013,3,1.78491
7/6/1977,1977,7,6,0.81251901,-1.46365,3,1.67405
7/7/1977,1977,7,7,0.930601,-1.1437,3,1.47447
7/8/1977,1977,7,8,1.19662,-0.76758999,4,1.4216501
7/9/1977,1977,7,9,1.36589,-0.64230001,4,1.50937
7/10/1977,1977,7,10,1.34655,-0.55765998,4,1.45745
7/11/1977,1977,7,11,1.05202,-0.28639001,4,1.0903
7/12/1977,1977,7,12,0.972435,-2.72E-03,4,0.97243899
7/13/1977,1977,7,13,1.17189,0.123885,5,1.1784199
7/14/1977,1977,7,14,1.1495399,2.90E-02,5,1.14991
7/15/1977,1977,7,15,0.88959497,2.15E-02,5,0.88985503
7/16/1977,1977,7,16,0.87013799,0.18733101,5,0.89007503
7/17/1977,1977,7,17,0.98356903,0.35830501,5,1.0468
7/18/1977,1977,7,18,0.99343699,0.36292899,5,1.05766
7/19/1977,1977,7,19,0.79329997,0.37475201,5,0.87736201
7/20/1977,1977,7,20,0.72921699,0.39825299,5,0.830881
7/21/1977,1977,7,21,0.81370401,0.13998599,5,0.82565701
7/22/1977,1977,7,22,0.70879501,-8.45E-02,4,0.71381402
7/23/1977,1977,7,23,0.70083499,-0.19932,4,0.72862798
7/24/1977,1977,7,24,0.753025,-0.31564999,4,0.81650501
7/25/1977,1977,7,25,0.63942498,-0.25123999,4,0.68701297
7/26/1977,1977,7,26,0.76859701,-0.10078,4,0.77517599
7/27/1977,1977,7,27,0.85186499,0.19847301,5,0.87467998
7/28/1977,1977,7,28,1.1369801,0.64891398,5,1.3091201
7/29/1977,1977,7,29,1.15152,0.61156303,5,1.3038501
7/30/1977,1977,7,30,0.96784401,0.38381001,5,1.04117
7/31/1977,1977,7,31,0.98797899,0.712008,5,1.21781
8/1/1977,1977,8,1,1.0143,0.82410002,5,1.30688
8/2/1977,1977,8,2,1.02428,0.61179399,5,1.1930799
8/3/1977,1977,8,3,0.87408602,0.52420902,5,1.01923
8/4/1977,1977,8,4,0.60625303,0.46540201,5,0.764292
8/5/1977,1977,8,5,0.37114,0.18175501,5,0.41325501
8/6/1977,1977,8,6,-2.18E-02,-0.32023999,2,0.320981
8/7/1977,1977,8,7,-0.59337002,-0.75738001,2,0.96213299
8/8/1977,1977,8,8,-0.99961001,-0.99803001,1,1.41255
8/9/1977,1977,8,9,-1.13744,-0.97083002,1,1.49541
8/10/1977,1977,8,10,-1.4329,-0.62924999,1,1.56498
8/11/1977,1977,8,11,-1.3176399,-0.32517999,1,1.35717
8/12/1977,1977,8,12,-1.0293601,-2.63E-02,1,1.0297
8/13/1977,1977,8,13,-1.06436,-0.16073,1,1.0764199
8/14/1977,1977,8,14,-0.77916998,-0.12744001,1,0.78952098
8/15/1977,1977,8,15,-0.54492998,-8.24E-04,1,0.54493302
8/16/1977,1977,8,16,-0.34268999,-5.87E-02,1,0.34769201
8/17/1977,1977,8,17,-0.1691,-5.75E-02,1,0.17862
8/18/1977,1977,8,18,-1.12E-03,-0.25784999,2,0.25784799
8/19/1977,1977,8,19,-4.46E-03,-0.37401,2,0.37403199
8/20/1977,1977,8,20,0.296801,-0.65394002,3,0.71814197
8/21/1977,1977,8,21,0.54588598,-0.80176002,3,0.96995199
8/22/1977,1977,8,22,0.371979,-0.94871998,3,1.01904
8/23/1977,1977,8,23,0.53422397,-1.06661,3,1.19292
8/24/1977,1977,8,24,0.54451197,-1.06679,3,1.1977201
8/25/1977,1977,8,25,0.60411298,-0.95046002,3,1.1262
8/26/1977,1977,8,26,0.412314,-0.57612997,3,0.70846599
8/27/1977,1977,8,27,0.474897,-0.1734,4,0.505566
8/28/1977,1977,8,28,0.67009699,0.454267,5,0.80956101
8/29/1977,1977,8,29,0.85274798,0.71258098,5,1.11128
8/30/1977,1977,8,30,0.77593303,0.57038897,5,0.96302402
8/31/1977,1977,8,31,0.83563,0.60857397,5,1.0337501
9/1/1977,1977,9,1,0.96423799,0.43246299,5,1.05678
9/2/1977,1977,9,2,1.27283,0.53913301,5,1.3823
9/3/1977,1977,9,3,1.36821,0.34598601,5,1.41127
9/4/1977,1977,9,4,1.46632,0.46320799,5,1.53774
9/5/1977,1977,9,5,1.582,0.82989299,5,1.7864701
9/6/1977,1977,9,6,1.4888901,1.07451,5,1.83613
9/7/1977,1977,9,7,1.40069,1.4238,6,1.99728
9/8/1977,1977,9,8,1.28054,1.62535,6,2.06919
9/9/1977,1977,9,9,0.94474202,1.76658,6,2.00333
9/10/1977,1977,9,10,0.65411901,1.76754,6,1.8846999
9/11/1977,1977,9,11,0.59793401,1.59689,6,1.70516
9/12/1977,1977,9,12,0.40889701,1.48492,6,1.54019
9/13/1977,1977,9,13,0.13436501,1.8694299,6,1.8742501
9/14/1977,1977,9,14,-5.36E-02,1.98088,7,1.9816
9/15/1977,1977,9,15,9.84E-03,1.80406,6,1.80409
9/16/1977,1977,9,16,-9.17E-02,1.65728,7,1.65982
9/17/1977,1977,9,17,-0.29234001,1.46315,7,1.4920599
9/18/1977,1977,9,18,-0.30915001,1.42103,7,1.45427
9/19/1977,1977,9,19,-0.76027,1.19774,7,1.41866
9/20/1977,1977,9,20,-1.1031899,0.90849102,8,1.4291199
9/21/1977,1977,9,21,-1.25103,0.78715998,8,1.47807
9/22/1977,1977,9,22,-1.42934,0.414505,8,1.48823
9/23/1977,1977,9,23,-1.74631,-0.13463999,1,1.75149
9/24/1977,1977,9,24,-2.0590501,-0.68921,1,2.17133
9/25/1977,1977,9,25,-1.98783,-0.67556,1,2.0994899
9/26/1977,1977,9,26,-2.0653601,-0.69218999,1,2.1782601
9/27/1977,1977,9,27,-2.3582201,-1.0339299,1,2.5749099
9/28/1977,1977,9,28,-2.2874401,-1.32406,1,2.6430199
9/29/1977,1977,9,29,-1.93485,-1.19643,1,2.2748799
9/30/1977,1977,9,30,-1.6324,-1.1476001,1,1.99543
10/1/1977,1977,10,1,-1.44305,-1.2256401,1,1.8933001
10/2/1977,1977,10,2,-1.34632,-1.1532201,1,1.77271
10/3/1977,1977,10,3,-1.17768,-0.83375001,1,1.44294
10/4/1977,1977,10,4,-0.84682,-0.47225001,1,0.96960002
10/5/1977,1977,10,5,-0.64449,-0.44725999,1,0.784477
10/6/1977,1977,10,6,-0.45346999,-0.26095,1,0.52319098
10/7/1977,1977,10,7,-0.38637,-0.15305001,1,0.415575
10/8/1977,1977,10,8,-0.56667,-6.43E-02,1,0.57030201
10/9/1977,1977,10,9,-0.51441002,5.84E-02,8,0.51770997
10/10/1977,1977,10,10,-0.61699998,2.86E-02,8,0.617661
10/11/1977,1977,10,11,-0.57981002,9.20E-02,8,0.58705598
10/12/1977,1977,10,12,-0.73308003,0.11069,8,0.741386
10/13/1977,1977,10,13,-0.63631999,0.17483599,8,0.65990102
10/14/1977,1977,10,14,-0.31755,0.151979,8,0.35204399
10/15/1977,1977,10,15,-0.22087,-2.37E-02,1,0.222148
10/16/1977,1977,10,16,3.17E-02,-0.18257,3,0.18529999
10/17/1977,1977,10,17,-3.61E-02,-0.26144999,2,0.26392901
10/18/1977,1977,10,18,0.107377,-7.18E-02,4,0.12918299
10/19/1977,1977,10,19,0.226529,9.02E-02,5,0.243825
10/20/1977,1977,10,20,0.31017199,5.98E-03,5,0.31022999
10/21/1977,1977,10,21,0.118344,-5.88E-02,4,0.132154
10/22/1977,1977,10,22,-0.26346001,2.95E-02,8,0.26510799
10/23/1977,1977,10,23,-0.62747997,-5.02E-02,1,0.629493
10/24/1977,1977,10,24,-0.70139003,1.02E-02,8,0.70146102
10/25/1977,1977,10,25,-0.51993001,-3.74E-03,1,0.51994801
10/26/1977,1977,10,26,-0.69177002,5.74E-02,8,0.69414598
10/27/1977,1977,10,27,-1.14967,-7.29E-03,1,1.14969
10/28/1977,1977,10,28,-1.15649,0.200213,8,1.1737
10/29/1977,1977,10,29,-1.08441,0.175925,8,1.09859
10/30/1977,1977,10,30,-0.79108,0.163642,8,0.80783099
10/31/1977,1977,10,31,-0.84464997,0.52181202,8,0.99283898
11/1/1977,1977,11,1,-0.96366,0.60096198,8,1.13569
11/2/1977,1977,11,2,-0.88793999,0.58115602,8,1.06121
11/3/1977,1977,11,3,-0.92109001,0.30622399,8,0.970662
11/4/1977,1977,11,4,-0.60712999,0.298439,8,0.67651403
11/5/1977,1977,11,5,-0.36871001,0.307735,8,0.480259
11/6/1977,1977,11,6,-0.23092,0.55279601,7,0.59908801
11/7/1977,1977,11,7,-0.42846,0.79756802,7,0.90536797
11/8/1977,1977,11,8,-0.80778003,0.72433102,8,1.08498
11/9/1977,1977,11,9,-1.0136,0.465296,8,1.1153001
11/10/1977,1977,11,10,-1.04072,0.25352901,8,1.07116
11/11/1977,1977,11,11,-0.93844002,-0.17115,1,0.95392102
11/12/1977,1977,11,12,-0.83590001,-0.83386999,1,1.18071
11/13/1977,1977,11,13,-0.81274998,-1.2025,2,1.4514
11/14/1977,1977,11,14,-0.78375,-1.6328501,2,1.8112
11/15/1977,1977,11,15,-0.77094001,-1.78265,2,1.94221
11/16/1977,1977,11,16,-0.73977,-2.0062101,2,2.1382599
11/17/1977,1977,11,17,-0.56055999,-2.5134201,2,2.5751801
11/18/1977,1977,11,18,-0.17463,-2.71117,2,2.71679
11/19/1977,1977,11,19,0.45654199,-2.41693,3,2.4596701
11/20/1977,1977,11,20,1.02614,-1.65794,3,1.9498
11/21/1977,1977,11,21,1.5403301,-1.23901,4,1.97681
11/22/1977,1977,11,22,1.5359401,-0.70627999,4,1.69055
11/23/1977,1977,11,23,1.56285,-0.19099,4,1.5744801
11/24/1977,1977,11,24,1.2484601,2.07E-02,5,1.2486399
11/25/1977,1977,11,25,1.01748,0.100259,5,1.02241
11/26/1977,1977,11,26,0.90037799,0.440074,5,1.00217
11/27/1977,1977,11,27,0.487021,1.00588,6,1.1175801
11/28/1977,1977,11,28,0.16656899,1.24461,6,1.25571
11/29/1977,1977,11,29,-0.29006001,1.13375,7,1.17026
11/30/1977,1977,11,30,-0.69806999,0.95152301,7,1.18012
12/1/1977,1977,12,1,-0.81071001,0.822272,7,1.1547199
12/2/1977,1977,12,2,-0.74796999,0.48715001,8,0.89262599
12/3/1977,1977,12,3,-0.48771,0.411888,8,0.63836801
12/4/1977,1977,12,4,-0.10343,0.288095,7,0.30609801
12/5/1977,1977,12,5,-1.08E-02,0.28882599,7,0.28902701
12/6/1977,1977,12,6,-0.11484,0.246686,7,0.27210501
12/7/1977,1977,12,7,-0.16244,0.234368,7,0.28515601
12/8/1977,1977,12,8,-0.30074999,0.45572799,7,0.54601997
12/9/1977,1977,12,9,-0.34356999,0.50467598,7,0.61052501
12/10/1977,1977,12,10,-0.53837001,0.42616099,8,0.68662399
12/11/1977,1977,12,11,-0.71885997,0.361904,8,0.80482203
12/12/1977,1977,12,12,-0.87283999,0.397046,8,0.95890498
12/13/1977,1977,12,13,-0.73022997,0.487948,8,0.87825298
12/14/1977,1977,12,14,-0.53683001,0.44101,8,0.69474602
12/15/1977,1977,12,15,-0.65154999,0.61189801,8,0.89383602
12/16/1977,1977,12,16,-0.65359998,0.899239,7,1.11168
12/17/1977,1977,12,17,-0.76915002,0.94476199,7,1.21826
12/18/1977,1977,12,18,-0.81383997,1.14283,7,1.403
12/19/1977,1977,12,19,-0.81937999,1.18143,7,1.43776
12/20/1977,1977,12,20,-0.67720997,1.29689,7,1.46306
12/21/1977,1977,12,21,-0.55171001,1.0168101,7,1.15684
12/22/1977,1977,12,22,-0.31020999,0.88736999,7,0.94002903
12/23/1977,1977,12,23,-0.21849,0.62245703,7,0.65969002
12/24/1977,1977,12,24,-0.33276001,0.36026499,7,0.49042901
12/25/1977,1977,12,25,-0.71209002,2.68E-02,8,0.71259898
12/26/1977,1977,12,26,-1.14687,-6.93E-02,1,1.14896
12/27/1977,1977,12,27,-1.3523901,-0.28830999,1,1.38278
12/28/1977,1977,12,28,-1.1304899,-0.46786001,1,1.22348
12/29/1977,1977,12,29,-0.73013002,-0.51384002,1,0.89281601
12/30/1977,1977,12,30,-0.47378001,-0.59192002,2,0.75818598
12/31/1977,1977,12,31,-5.38E-02,-0.45096999,2,0.45417401
1/1/1978,1978,1,1,0.264525,-0.36355999,3,0.44960901
1/2/1978,1978,1,2,0.38427001,-7.42E-02,4,0.39136201
1/3/1978,1978,1,3,0.276609,5.71E-02,5,0.28244501
1/4/1978,1978,1,4,0.15752099,0.20768601,6,0.260665
1/5/1978,1978,1,5,-6.09E-02,4.17E-02,8,7.38E-02
1/6/1978,1978,1,6,-0.22769,3.36E-02,8,0.23016299
1/7/1978,1978,1,7,-0.23453,0.348454,7,0.42003
1/8/1978,1978,1,8,-0.36991999,0.406872,7,0.54989302
1/9/1978,1978,1,9,-0.57260001,2.03E-02,8,0.57296503
1/10/1978,1978,1,10,-0.61589998,-0.36724001,1,0.71707499
1/11/1978,1978,1,11,-0.91434997,-0.54545999,1,1.06469
1/12/1978,1978,1,12,-0.91526997,-0.65583003,1,1.12599
1/13/1978,1978,1,13,-0.68704998,-1.25578,2,1.43144
1/14/1978,1978,1,14,-0.38811001,-2.1744499,2,2.2088101
1/15/1978,1978,1,15,-6.88E-02,-2.6080599,2,2.6089699
1/16/1978,1978,1,16,0.37370899,-2.7655499,3,2.7906899
1/17/1978,1978,1,17,0.99761701,-2.7072501,3,2.88521
1/18/1978,1978,1,18,1.54922,-2.42291,3,2.87586
1/19/1978,1978,1,19,1.73265,-2.0861199,3,2.7118199
1/20/1978,1978,1,20,2.0603299,-1.6832401,4,2.6605
1/21/1978,1978,1,21,2.25598,-1.3674001,4,2.6380301
1/22/1978,1978,1,22,2.1357801,-1.12142,4,2.4122901
1/23/1978,1978,1,23,2.12953,-0.94383001,4,2.32932
1/24/1978,1978,1,24,2.2214799,-0.64955997,4,2.3145001
1/25/1978,1978,1,25,2.20189,-0.18009,4,2.20925
1/26/1978,1978,1,26,2.2320399,0.31429899,5,2.25406
1/27/1978,1978,1,27,2.04198,0.88577998,5,2.2258201
1/28/1978,1978,1,28,2.0823801,1.2845,5,2.4466801
1/29/1978,1978,1,29,2.2237799,1.39301,5,2.6240499
1/30/1978,1978,1,30,2.04477,1.3859299,5,2.4702001
1/31/1978,1978,1,31,1.78667,1.65045,5,2.4323201
2/1/1978,1978,2,1,1.46145,1.94367,6,2.4317999
2/2/1978,1978,2,2,1.1467,2.19733,6,2.47855
2/3/1978,1978,2,3,0.413358,2.6547501,6,2.6867399
2/4/1978,1978,2,4,-0.16831,3.01862,7,3.0233099
2/5/1978,1978,2,5,-0.74360001,2.84234,7,2.938
2/6/1978,1978,2,6,-1.36514,2.4270401,7,2.78462
2/7/1978,1978,2,7,-1.73774,1.68744,8,2.42223
2/8/1978,1978,2,8,-2.0046599,0.841088,8,2.17395
2/9/1978,1978,2,9,-1.8988,0.47015801,8,1.9561501
2/10/1978,1978,2,10,-1.82362,0.286697,8,1.84602
2/11/1978,1978,2,11,-1.45237,0.40942901,8,1.50898
2/12/1978,1978,2,12,-0.98238999,0.65510303,8,1.1807899
2/13/1978,1978,2,13,-0.77495003,0.81922197,7,1.1276799
2/14/1978,1978,2,14,-0.41811001,0.89400798,7,0.986947
2/15/1978,1978,2,15,-8.45E-02,0.80823302,7,0.812639
2/16/1978,1978,2,16,2.08E-02,0.72220302,6,0.72250199
2/17/1978,1978,2,17,-0.16761,0.83108503,7,0.84781897
2/18/1978,1978,2,18,-0.41639999,0.82236201,7,0.92177403
2/19/1978,1978,2,19,-0.61337,0.62768501,7,0.87761599
2/20/1978,1978,2,20,-0.86717999,0.65119499,8,1.08446
2/21/1978,1978,2,21,-1.0303,0.69119698,8,1.24067
2/22/1978,1978,2,22,-1.17652,0.99396902,8,1.54019
2/23/1978,1978,2,23,-1.29216,1.16722,8,1.74128
2/24/1978,1978,2,24,-1.62318,1.22264,8,2.03213
2/25/1978,1978,2,25,-1.72357,1.15142,8,2.0727899
2/26/1978,1978,2,26,-1.76956,1.09436,8,2.0806201
2/27/1978,1978,2,27,-1.9948699,0.80482799,8,2.1510999
2/28/1978,1978,2,28,-2.4470501,0.15578701,8,2.4520099
3/1/1978,1978,3,1,-2.72946,-5.49E-03,1,2.72946
3/2/1978,1978,3,2,-2.6180401,-0.21089,1,2.6265199
3/3/1978,1978,3,3,-2.4362299,-0.54000998,1,2.4953599
3/4/1978,1978,3,4,-2.36745,-0.85650003,1,2.5176201
3/5/1978,1978,3,5,-2.3594601,-1.0388499,1,2.5780399
3/6/1978,1978,3,6,-1.9037,-1.47175,1,2.40626
3/7/1978,1978,3,7,-1.32344,-2.0604401,2,2.4488599
3/8/1978,1978,3,8,-0.80700999,-2.2591801,2,2.3989899
3/9/1978,1978,3,9,-0.278,-1.9356,2,1.95546
3/10/1978,1978,3,10,0.28125399,-1.66161,3,1.68524
3/11/1978,1978,3,11,0.904616,-1.6902699,3,1.91712
3/12/1978,1978,3,12,1.3056999,-1.84208,3,2.2579
3/13/1978,1978,3,13,1.37184,-2.0253401,3,2.4462099
3/14/1978,1978,3,14,1.51555,-1.26282,4,1.97272
3/15/1978,1978,3,15,1.6869,-0.81458998,4,1.87328
3/16/1978,1978,3,16,1.67012,-0.75714999,4,1.83373
3/17/1978,1978,3,17,1.00E+36,1.00E+36,999,1.00E+36
3/18/1978,1978,3,18,1.00E+36,1.00E+36,999,1.00E+36
3/19/1978,1978,3,19,1.00E+36,1.00E+36,999,1.00E+36
3/20/1978,1978,3,20,1.00E+36,1.00E+36,999,1.00E+36
3/21/1978,1978,3,21,1.00E+36,1.00E+36,999,1.00E+36
3/22/1978,1978,3,22,1.00E+36,1.00E+36,999,1.00E+36
3/23/1978,1978,3,23,1.00E+36,1.00E+36,999,1.00E+36
3/24/1978,1978,3,24,1.00E+36,1.00E+36,999,1.00E+36
3/25/1978,1978,3,25,1.00E+36,1.00E+36,999,1.00E+36
3/26/1978,1978,3,26,1.00E+36,1.00E+36,999,1.00E+36
3/27/1978,1978,3,27,1.00E+36,1.00E+36,999,1.00E+36
3/28/1978,1978,3,28,1.00E+36,1.00E+36,999,1.00E+36
3/29/1978,1978,3,29,1.00E+36,1.00E+36,999,1.00E+36
3/30/1978,1978,3,30,1.00E+36,1.00E+36,999,1.00E+36
3/31/1978,1978,3,31,1.00E+36,1.00E+36,999,1.00E+36
4/1/1978,1978,4,1,1.00E+36,1.00E+36,999,1.00E+36
4/2/1978,1978,4,2,1.00E+36,1.00E+36,999,1.00E+36
4/3/1978,1978,4,3,1.00E+36,1.00E+36,999,1.00E+36
4/4/1978,1978,4,4,1.00E+36,1.00E+36,999,1.00E+36
4/5/1978,1978,4,5,1.00E+36,1.00E+36,999,1.00E+36
4/6/1978,1978,4,6,1.00E+36,1.00E+36,999,1.00E+36
4/7/1978,1978,4,7,1.00E+36,1.00E+36,999,1.00E+36
4/8/1978,1978,4,8,1.00E+36,1.00E+36,999,1.00E+36
4/9/1978,1978,4,9,1.00E+36,1.00E+36,999,1.00E+36
4/10/1978,1978,4,10,1.00E+36,1.00E+36,999,1.00E+36
4/11/1978,1978,4,11,1.00E+36,1.00E+36,999,1.00E+36
4/12/1978,1978,4,12,1.00E+36,1.00E+36,999,1.00E+36
4/13/1978,1978,4,13,1.00E+36,1.00E+36,999,1.00E+36
4/14/1978,1978,4,14,1.00E+36,1.00E+36,999,1.00E+36
4/15/1978,1978,4,15,1.00E+36,1.00E+36,999,1.00E+36
4/16/1978,1978,4,16,1.00E+36,1.00E+36,999,1.00E+36
4/17/1978,1978,4,17,1.00E+36,1.00E+36,999,1.00E+36
4/18/1978,1978,4,18,1.00E+36,1.00E+36,999,1.00E+36
4/19/1978,1978,4,19,1.00E+36,1.00E+36,999,1.00E+36
4/20/1978,1978,4,20,1.00E+36,1.00E+36,999,1.00E+36
